t, portAccel, starAccel, portVel, starVel, portDist, starDist, xPos, yPos, theta
48.000000,0.655092,0.382137,80.388926,46.893540,14635.359523,8537.293055,-31.242517,-84.934038,-203.268882
48.010000,0.654866,0.382005,80.395477,46.897361,14640.183252,8540.106897,-34.868342,-83.735493,-203.335878
48.020000,0.654641,0.381874,80.402025,46.901182,14645.007373,8542.920968,-38.405200,-82.294614,-203.402880
48.030000,0.654415,0.381742,80.408572,46.905000,14649.831888,8545.735268,-41.836903,-80.617926,-203.469887
48.040000,0.654190,0.381611,80.415116,46.908818,14654.656795,8548.549797,-45.147741,-78.713038,-203.536900
48.050000,0.653965,0.381479,80.421658,46.912634,14659.482094,8551.364555,-48.322548,-76.588604,-203.603918
48.060000,0.653740,0.381348,80.428198,46.916449,14664.307786,8554.179542,-51.346774,-74.254284,-203.670941
48.070000,0.653514,0.381217,80.434735,46.920262,14669.133870,8556.994758,-54.206554,-71.720704,-203.737970
48.080000,0.653289,0.381085,80.441270,46.924074,14673.960346,8559.810202,-56.888767,-68.999404,-203.805005
48.090000,0.653064,0.380954,80.447803,46.927885,14678.787214,8562.625875,-59.381100,-66.102788,-203.872045
48.100000,0.652839,0.380823,80.454334,46.931695,14683.614474,8565.441777,-61.672105,-63.044067,-203.939090
48.110000,0.652615,0.380692,80.460862,46.935503,14688.442126,8568.257907,-63.751251,-59.837199,-204.006141
48.120000,0.652390,0.380561,80.467388,46.939310,14693.270169,8571.074266,-65.608970,-56.496825,-204.073197
48.130000,0.652165,0.380430,80.473912,46.943115,14698.098604,8573.890852,-67.236707,-53.038204,-204.140258
48.140000,0.651941,0.380299,80.480434,46.946920,14702.927430,8576.707668,-68.626953,-49.477140,-204.207325
48.150000,0.651716,0.380168,80.486953,46.950723,14707.756647,8579.524711,-69.773288,-45.829916,-204.274398
48.160000,0.651492,0.380037,80.493470,46.954524,14712.586256,8582.341982,-70.670402,-42.113214,-204.341476
48.170000,0.651267,0.379906,80.499985,46.958325,14717.416255,8585.159482,-71.314127,-38.344039,-204.408559
48.180000,0.651043,0.379775,80.506498,46.962124,14722.246645,8587.977209,-71.701454,-34.539647,-204.475648
48.190000,0.650819,0.379644,80.513008,46.965922,14727.077425,8590.795165,-71.830546,-30.717458,-204.542742
48.200000,0.650595,0.379514,80.519517,46.969718,14731.908596,8593.613348,-71.700752,-26.894984,-204.609842
48.210000,0.650371,0.379383,80.526022,46.973513,14736.740157,8596.431759,-71.312603,-23.089743,-204.676947
48.220000,0.650147,0.379252,80.532526,46.977307,14741.572109,8599.250397,-70.667818,-19.319182,-204.744057
48.230000,0.649923,0.379122,80.539028,46.981099,14746.404451,8602.069263,-69.769291,-15.600594,-204.811173
48.240000,0.649699,0.378991,80.545527,46.984891,14751.237182,8604.888356,-68.621082,-11.951043,-204.878294
48.250000,0.649475,0.378861,80.552024,46.988681,14756.070304,8607.707677,-67.228397,-8.387281,-204.945421
48.260000,0.649252,0.378730,80.558519,46.992469,14760.903815,8610.527225,-65.597565,-4.925675,-205.012553
48.270000,0.649028,0.378600,80.565011,46.996257,14765.737716,8613.347001,-63.736011,-1.582129,-205.079690
48.280000,0.648804,0.378469,80.571501,47.000043,14770.572006,8616.167003,-61.652220,1.627991,-205.146833
48.290000,0.648581,0.378339,80.577989,47.003827,14775.406685,8618.987233,-59.355702,4.689921,-205.213982
48.300000,0.648358,0.378209,80.584475,47.007611,14780.241753,8621.807690,-56.856947,7.589573,-205.281135
48.310000,0.648134,0.378078,80.590959,47.011393,14785.077211,8624.628373,-54.167374,10.313600,-205.348295
48.320000,0.647911,0.377948,80.597440,47.015173,14789.913057,8627.449283,-51.299287,12.849455,-205.415459
48.330000,0.647688,0.377818,80.603919,47.018953,14794.749293,8630.270421,-48.265812,15.185449,-205.482629
48.340000,0.647465,0.377688,80.610396,47.022731,14799.585916,8633.091785,-45.080841,17.310807,-205.549804
48.350000,0.647242,0.377558,80.616871,47.026508,14804.422929,8635.913375,-41.758964,19.215719,-205.616985
48.360000,0.647019,0.377428,80.623343,47.030284,14809.260329,8638.735192,-38.315411,20.891380,-205.684171
48.370000,0.646796,0.377298,80.629813,47.034058,14814.098118,8641.557236,-34.765971,22.330039,-205.751363
48.380000,0.646574,0.377168,80.636281,47.037831,14818.936295,8644.379505,-31.126931,23.525028,-205.818560
48.390000,0.646351,0.377038,80.642747,47.041603,14823.774860,8647.202002,-27.414994,24.470799,-205.885762
48.400000,0.646128,0.376908,80.649211,47.045373,14828.613812,8650.024724,-23.647202,25.162944,-205.952970
48.410000,0.645906,0.376778,80.655672,47.049142,14833.453153,8652.847672,-19.840866,25.598222,-206.020183
48.420000,0.645683,0.376649,80.662131,47.052910,14838.292881,8655.670847,-16.013475,25.774571,-206.087401
48.430000,0.645461,0.376519,80.668588,47.056676,14843.132996,8658.494248,-12.182626,25.691119,-206.154625
48.440000,0.645239,0.376389,80.675042,47.060441,14847.973498,8661.317874,-8.365937,25.348188,-206.221854
48.450000,0.645017,0.376260,80.681495,47.064205,14852.814388,8664.141726,-4.580967,24.747295,-206.289089
48.460000,0.644794,0.376130,80.687945,47.067968,14857.655665,8666.965804,-0.845138,23.891142,-206.356329
48.470000,0.644572,0.376001,80.694393,47.071729,14862.497328,8669.790108,2.824349,22.783610,-206.423574
48.480000,0.644350,0.375871,80.700839,47.075489,14867.339379,8672.614638,6.410592,21.429736,-206.490825
48.490000,0.644128,0.375742,80.707282,47.079248,14872.181816,8675.439392,9.897063,19.835693,-206.558081
48.500000,0.643907,0.375612,80.713723,47.083005,14877.024639,8678.264373,13.267691,18.008763,-206.625342
48.510000,0.643685,0.375483,80.720163,47.086761,14881.867849,8681.089578,16.506928,15.957302,-206.692609
48.520000,0.643463,0.375354,80.726599,47.090516,14886.711445,8683.915009,19.599828,13.690705,-206.759881
48.530000,0.643242,0.375224,80.733034,47.094270,14891.555427,8686.740666,22.532112,11.219359,-206.827159
48.540000,0.643020,0.375095,80.739466,47.098022,14896.399795,8689.566547,25.290234,8.554600,-206.894442
48.550000,0.642799,0.374966,80.745897,47.101773,14901.244549,8692.392653,27.861449,5.708659,-206.961730
48.560000,0.642577,0.374837,80.752325,47.105523,14906.089688,8695.218985,30.233864,2.694606,-207.029023
48.570000,0.642356,0.374708,80.758750,47.109271,14910.935213,8698.045541,32.396499,-0.473708,-207.096322
48.580000,0.642135,0.374579,80.765174,47.113018,14915.781123,8700.872322,34.339339,-3.781717,-207.163627
48.590000,0.641914,0.374450,80.771595,47.116764,14920.627419,8703.699328,36.053375,-7.214204,-207.230936
48.600000,0.641693,0.374321,80.778014,47.120508,14925.474100,8706.526558,37.530652,-10.755374,-207.298251
48.610000,0.641472,0.374192,80.784431,47.124252,14930.321166,8709.354013,38.764301,-14.388923,-207.365572
48.620000,0.641251,0.374063,80.790846,47.127994,14935.168617,8712.181693,39.748577,-18.098115,-207.432897
48.630000,0.641030,0.373934,80.797259,47.131734,14940.016452,8715.009597,40.478881,-21.865860,-207.500229
48.640000,0.640809,0.373805,80.803669,47.135474,14944.864672,8717.837726,40.951784,-25.674789,-207.567565
48.650000,0.640588,0.373677,80.810077,47.139212,14949.713277,8720.666078,41.165044,-29.507339,-207.634907
48.660000,0.640368,0.373548,80.816483,47.142948,14954.562266,8723.494655,41.117617,-33.345829,-207.702254
48.670000,0.640147,0.373419,80.822887,47.146684,14959.411639,8726.323456,40.809659,-37.172545,-207.769606
48.680000,0.639927,0.373291,80.829288,47.150418,14964.261396,8729.152481,40.242533,-40.969819,-207.836964
48.690000,0.639706,0.373162,80.835687,47.154151,14969.111538,8731.981730,39.418795,-44.720114,-207.904327
48.700000,0.639486,0.373034,80.842084,47.157883,14973.962063,8734.811203,38.342189,-48.406103,-207.971695
48.710000,0.639266,0.372905,80.848479,47.161613,14978.812971,8737.640900,37.017629,-52.010748,-208.039069
48.720000,0.639046,0.372777,80.854872,47.165342,14983.664264,8740.470821,35.451173,-55.517381,-208.106448
48.730000,0.638826,0.372648,80.861262,47.169070,14988.515940,8743.300965,33.650001,-58.909780,-208.173832
48.740000,0.638606,0.372520,80.867651,47.172796,14993.367999,8746.131332,31.622382,-62.172245,-208.241222
48.750000,0.638386,0.372392,80.874037,47.176521,14998.220441,8748.961924,29.377630,-65.289670,-208.308617
48.760000,0.638166,0.372263,80.880420,47.180245,15003.073266,8751.792738,26.926071,-68.247615,-208.376018
48.770000,0.637946,0.372135,80.886802,47.183968,15007.926474,8754.623777,24.278987,-71.032369,-208.443423
48.780000,0.637726,0.372007,80.893182,47.187689,15012.780065,8757.455038,21.448570,-73.631019,-208.510834
48.790000,0.637507,0.371879,80.899559,47.191409,15017.634039,8760.286522,18.447865,-76.031506,-208.578251
48.800000,0.637287,0.371751,80.905934,47.195128,15022.488395,8763.118230,15.290708,-78.222682,-208.645672
48.810000,0.637068,0.371623,80.912307,47.198846,15027.343133,8765.950161,11.991666,-80.194366,-208.713099
48.820000,0.636848,0.371495,80.918677,47.202562,15032.198254,8768.782315,8.565964,-81.937386,-208.780531
48.830000,0.636629,0.371367,80.925046,47.206277,15037.053756,8771.614691,5.029423,-83.443623,-208.847969
48.840000,0.636410,0.371239,80.931412,47.209990,15041.909641,8774.447291,1.398382,-84.706055,-208.915412
48.850000,0.636191,0.371111,80.937776,47.213703,15046.765908,8777.280113,-2.310379,-85.718782,-208.982860
48.860000,0.635972,0.370983,80.944138,47.217414,15051.622556,8780.113158,-6.079711,-86.477059,-209.050313
48.870000,0.635753,0.370856,80.950498,47.221124,15056.479586,8782.946425,-9.892178,-86.977315,-209.117772
48.880000,0.635534,0.370728,80.956856,47.224832,15061.336997,8785.779915,-13.730141,-87.217177,-209.185236
48.890000,0.635315,0.370600,80.963211,47.228540,15066.194790,8788.613627,-17.575832,-87.195471,-209.252705
48.900000,0.635096,0.370473,80.969564,47.232246,15071.052964,8791.447562,-21.411444,-86.912239,-209.320180
48.910000,0.634877,0.370345,80.975915,47.235950,15075.911519,8794.281719,-25.219206,-86.368732,-209.387660
48.920000,0.634659,0.370218,80.982264,47.239654,15080.770454,8797.116098,-28.981473,-85.567407,-209.455145
48.930000,0.634440,0.370090,80.988610,47.243356,15085.629771,8799.950700,-32.680802,-84.511918,-209.522636
48.940000,0.634222,0.369963,80.994955,47.247057,15090.489468,8802.785523,-36.300036,-83.207096,-209.590132
48.950000,0.634003,0.369835,81.001297,47.250757,15095.349546,8805.620569,-39.822381,-81.658932,-209.657633
48.960000,0.633785,0.369708,81.007637,47.254455,15100.210004,8808.455836,-43.231489,-79.874547,-209.725139
48.970000,0.633567,0.369581,81.013975,47.258152,15105.070843,8811.291325,-46.511527,-77.862157,-209.792651
48.980000,0.633348,0.369453,81.020310,47.261848,15109.932061,8814.127036,-49.647258,-75.631041,-209.860168
48.990000,0.633130,0.369326,81.026644,47.265542,15114.793660,8816.962968,-52.624105,-73.191497,-209.927690
49.000000,0.632912,0.369199,81.032975,47.269236,15119.655639,8819.799123,-55.428225,-70.554790,-209.995217
49.010000,0.632694,0.369072,81.039304,47.272928,15124.517997,8822.635498,-58.046570,-67.733107,-210.062750
49.020000,0.632476,0.368945,81.045631,47.276618,15129.380735,8825.472095,-60.466949,-64.739496,-210.130288
49.030000,0.632259,0.368818,81.051956,47.280308,15134.243852,8828.308914,-62.678086,-61.587810,-210.197831
49.040000,0.632041,0.368690,81.058279,47.283996,15139.107349,8831.145953,-64.669670,-58.292638,-210.265380
49.050000,0.631823,0.368564,81.064599,47.287683,15143.971225,8833.983214,-66.432406,-54.869242,-210.332934
49.060000,0.631606,0.368437,81.070917,47.291368,15148.835480,8836.820697,-67.958060,-51.333486,-210.400493
49.070000,0.631388,0.368310,81.077233,47.295053,15153.700114,8839.658400,-69.239492,-47.701761,-210.468057
49.080000,0.631171,0.368183,81.083547,47.298736,15158.565127,8842.496324,-70.270695,-43.990908,-210.535627
49.090000,0.630953,0.368056,81.089859,47.302418,15163.430518,8845.334469,-71.046824,-40.218144,-210.603202
49.100000,0.630736,0.367929,81.096168,47.306098,15168.296288,8848.172835,-71.564214,-36.400981,-210.670782
49.110000,0.630519,0.367803,81.102476,47.309778,15173.162437,8851.011422,-71.820402,-32.557141,-210.738367
49.120000,0.630302,0.367676,81.108781,47.313456,15178.028964,8853.850229,-71.814137,-28.704479,-210.805958
49.130000,0.630085,0.367549,81.115084,47.317132,15182.895869,8856.689257,-71.545390,-24.860897,-210.873554
49.140000,0.629868,0.367423,81.121385,47.320808,15187.763152,8859.528505,-71.015347,-21.044261,-210.941155
49.150000,0.629651,0.367296,81.127684,47.324482,15192.630813,8862.367974,-70.226415,-17.272318,-211.008761
49.160000,0.629434,0.367170,81.133980,47.328155,15197.498852,8865.207663,-69.182200,-13.562617,-211.076373
49.170000,0.629217,0.367043,81.140274,47.331827,15202.367268,8868.047573,-67.887501,-9.932421,-211.143990
49.180000,0.629000,0.366917,81.146567,47.335497,15207.236062,8870.887703,-66.348281,-6.398630,-211.211612
49.190000,0.628784,0.366791,81.152857,47.339166,15212.105234,8873.728053,-64.571643,-2.977703,-211.279239
49.200000,0.628567,0.366664,81.159144,47.342834,15216.974782,8876.568623,-62.565798,0.314419,-211.346872
49.210000,0.628351,0.366538,81.165430,47.346501,15221.844708,8879.409413,-60.340026,3.462390,-211.414510
49.220000,0.628134,0.366412,81.171714,47.350166,15226.715011,8882.250423,-57.904634,6.451529,-211.482153
49.230000,0.627918,0.366286,81.177995,47.353830,15231.585691,8885.091653,-55.270908,9.267888,-211.549801
49.240000,0.627702,0.366159,81.184274,47.357493,15236.456747,8887.933102,-52.451063,11.898318,-211.617455
49.250000,0.627486,0.366033,81.190551,47.361155,15241.328180,8890.774772,-49.458183,14.330530,-211.685114
49.260000,0.627270,0.365907,81.196826,47.364815,15246.199990,8893.616661,-46.306165,16.553156,-211.752778
49.270000,0.627054,0.365781,81.203099,47.368474,15251.072176,8896.458769,-43.009649,18.555797,-211.820447
49.280000,0.626838,0.365655,81.209369,47.372132,15255.944738,8899.301097,-39.583957,20.329075,-211.888121
49.290000,0.626622,0.365529,81.215638,47.375789,15260.817676,8902.143644,-36.045016,21.864678,-211.955801
49.300000,0.626406,0.365403,81.221904,47.379444,15265.690990,8904.986411,-32.409289,23.155399,-212.023486
49.310000,0.626190,0.365278,81.228168,47.383098,15270.564680,8907.829397,-28.693692,24.195166,-212.091176
49.320000,0.625975,0.365152,81.234430,47.386751,15275.438746,8910.672602,-24.915525,24.979078,-212.158871
49.330000,0.625759,0.365026,81.240690,47.390402,15280.313187,8913.516026,-21.092381,25.503422,-212.226572
49.340000,0.625544,0.364900,81.246947,47.394053,15285.188004,8916.359669,-17.242074,25.765695,-212.294278
49.350000,0.625328,0.364775,81.253203,47.397702,15290.063196,8919.203531,-13.382547,25.764615,-212.361989
49.360000,0.625113,0.364649,81.259456,47.401349,15294.938764,8922.047612,-9.531795,25.500127,-212.429705
49.370000,0.624897,0.364524,81.265707,47.404996,15299.814706,8924.891912,-5.707779,24.973404,-212.497426
49.380000,0.624682,0.364398,81.271956,47.408641,15304.691024,8927.736430,-1.928341,24.186845,-212.565153
49.390000,0.624467,0.364272,81.278203,47.412285,15309.567716,8930.581167,1.788877,23.144059,-212.632885
49.400000,0.624252,0.364147,81.284447,47.415928,15314.444783,8933.426123,5.426519,21.849853,-212.700622
49.410000,0.624037,0.364022,81.290690,47.419569,15319.322224,8936.271297,8.967592,20.310209,-212.768364
49.420000,0.623822,0.363896,81.296930,47.423209,15324.200040,8939.116690,12.395547,18.532258,-212.836112
49.430000,0.623607,0.363771,81.303169,47.426848,15329.078230,8941.962301,15.694359,16.524245,-212.903864
49.440000,0.623393,0.363646,81.309405,47.430486,15333.956794,8944.808130,18.848597,14.295491,-212.971622
49.450000,0.623178,0.363520,81.315639,47.434123,15338.835732,8947.654177,21.843502,11.856353,-213.039385
49.460000,0.622963,0.363395,81.321870,47.437758,15343.715045,8950.500443,24.665052,9.218173,-213.107153
49.470000,0.622749,0.363270,81.328100,47.441392,15348.594731,8953.346926,27.300031,6.393228,-213.174927
49.480000,0.622534,0.363145,81.334327,47.445024,15353.474790,8956.193628,29.736087,3.394672,-213.242705
49.490000,0.622320,0.363020,81.340553,47.448656,15358.355224,8959.040547,31.961794,0.236473,-213.310489
49.500000,0.622106,0.362895,81.346776,47.452286,15363.236030,8961.887684,33.966707,-3.066647,-213.378278
49.510000,0.621891,0.362770,81.352997,47.455915,15368.117210,8964.735039,35.741405,-6.499286,-213.446072
49.520000,0.621677,0.362645,81.359216,47.459543,15372.998763,8967.582612,37.277542,-10.045429,-213.513872
49.530000,0.621463,0.362520,81.365433,47.463169,15377.880689,8970.430402,38.567883,-13.688525,-213.581676
49.540000,0.621249,0.362395,81.371647,47.466794,15382.762988,8973.278409,39.606341,-17.411563,-213.649486
49.550000,0.621035,0.362271,81.377860,47.470418,15387.645659,8976.126635,40.388003,-21.197154,-213.717301
49.560000,0.620821,0.362146,81.384070,47.474041,15392.528703,8978.975077,40.909155,-25.027607,-213.785121
49.570000,0.620607,0.362021,81.390278,47.477662,15397.412120,8981.823737,41.167302,-28.885017,-213.852946
49.580000,0.620394,0.361896,81.396485,47.481283,15402.295909,8984.672614,41.161176,-32.751345,-213.920777
49.590000,0.620180,0.361772,81.402688,47.484902,15407.180071,8987.521708,40.890746,-36.608504,-213.988612
49.600000,0.619967,0.361647,81.408890,47.488519,15412.064604,8990.371019,40.357219,-40.438444,-214.056453
49.610000,0.619753,0.361523,81.415090,47.492136,15416.949509,8993.220547,39.563033,-44.223234,-214.124299
49.620000,0.619540,0.361398,81.421287,47.495751,15421.834787,8996.070292,38.511846,-47.945148,-214.192150
49.630000,0.619326,0.361274,81.427483,47.499365,15426.720436,8998.920254,37.208521,-51.586750,-214.260006
49.640000,0.619113,0.361149,81.433676,47.502978,15431.606456,9001.770433,35.659103,-55.130971,-214.327867
49.650000,0.618900,0.361025,81.439867,47.506589,15436.492848,9004.620828,33.870794,-58.561192,-214.395734
49.660000,0.618687,0.360901,81.446056,47.510199,15441.379612,9007.471440,31.851915,-61.861324,-214.463606
49.670000,0.618474,0.360776,81.452243,47.513808,15446.266746,9010.322269,29.611870,-65.015879,-214.531483
49.680000,0.618261,0.360652,81.458428,47.517416,15451.154252,9013.173314,27.161104,-68.010046,-214.599365
49.690000,0.618048,0.360528,81.464610,47.521023,15456.042128,9016.024575,24.511052,-70.829761,-214.667252
49.700000,0.617835,0.360404,81.470791,47.524628,15460.930376,9018.876053,21.674089,-73.461771,-214.735144
49.710000,0.617622,0.360280,81.476969,47.528232,15465.818994,9021.727747,18.663468,-75.893698,-214.803042
49.720000,0.617409,0.360155,81.483145,47.531835,15470.707983,9024.579657,15.493263,-78.114098,-214.870944
49.730000,0.617197,0.360031,81.489320,47.535436,15475.597342,9027.431783,12.178299,-80.112514,-214.938852
49.740000,0.616984,0.359907,81.495492,47.539037,15480.487071,9030.284125,8.734089,-81.879528,-215.006765
49.750000,0.616772,0.359783,81.501661,47.542636,15485.377171,9033.136683,5.176755,-83.406799,-215.074683
49.760000,0.616559,0.359660,81.507829,47.546234,15490.267641,9035.989457,1.522955,-84.687113,-215.142606
49.770000,0.616347,0.359536,81.513995,47.549830,15495.158481,9038.842447,-2.210192,-85.714407,-215.210534
49.780000,0.616135,0.359412,81.520158,47.553426,15500.049690,9041.695653,-6.005191,-86.483807,-215.278468
49.790000,0.615923,0.359288,81.526320,47.557020,15504.941269,9044.549074,-9.844248,-86.991643,-215.346407
49.800000,0.615710,0.359164,81.532479,47.560613,15509.833218,9047.402710,-13.709358,-87.235476,-215.414350
49.810000,0.615498,0.359041,81.538636,47.564204,15514.725536,9050.256563,-17.582384,-87.214100,-215.482299
49.820000,0.615286,0.358917,81.544791,47.567795,15519.618224,9053.110630,-21.445148,-86.927559,-215.550253
49.830000,0.615075,0.358793,81.550944,47.571384,15524.511280,9055.964913,-25.279513,-86.377137,-215.618212
49.840000,0.614863,0.358670,81.557094,47.574972,15529.404706,9058.819412,-29.067468,-85.565361,-215.686176
49.850000,0.614651,0.358546,81.563243,47.578558,15534.298500,9061.674125,-32.791213,-84.495984,-215.754146
49.860000,0.614439,0.358423,81.569390,47.582144,15539.192664,9064.529054,-36.433244,-83.173973,-215.822120
49.870000,0.614228,0.358299,81.575534,47.585728,15544.087196,9067.384198,-39.976435,-81.605480,-215.890100
49.880000,0.614016,0.358176,81.581676,47.589311,15548.982096,9070.239556,-43.404116,-79.797821,-215.958085
49.890000,0.613805,0.358053,81.587816,47.592893,15553.877365,9073.095130,-46.700156,-77.759437,-216.026075
49.900000,0.613593,0.357929,81.593954,47.596473,15558.773003,9075.950918,-49.849035,-75.499855,-216.094069
49.910000,0.613382,0.357806,81.600090,47.600053,15563.669008,9078.806921,-52.835920,-73.029648,-216.162070
49.920000,0.613171,0.357683,81.606224,47.603631,15568.565382,9081.663139,-55.646735,-70.360380,-216.230075
49.930000,0.612960,0.357560,81.612356,47.607208,15573.462123,9084.519572,-58.268223,-67.504557,-216.298085
49.940000,0.612749,0.357437,81.618486,47.610783,15578.359232,9087.376219,-60.688018,-64.475567,-216.366100
49.950000,0.612537,0.357314,81.624613,47.614358,15583.256709,9090.233080,-62.894693,-61.287617,-216.434121
49.960000,0.612327,0.357190,81.630738,47.617931,15588.154553,9093.090156,-64.877822,-57.955667,-216.502147
49.970000,0.612116,0.357067,81.636862,47.621503,15593.052765,9095.947446,-66.628027,-54.495358,-216.570177
49.980000,0.611905,0.356945,81.642983,47.625073,15597.951344,9098.804951,-68.137021,-50.922944,-216.638213
49.990000,0.611694,0.356822,81.649102,47.628643,15602.850290,9101.662669,-69.397650,-47.255209,-216.706254
50.000000,0.611483,0.356699,81.655219,47.632211,15607.749603,9104.520602,-70.403926,-43.509395,-216.774300
50.010000,0.611273,0.356576,81.661334,47.635778,15612.649283,9107.378748,-71.151057,-39.703115,-216.842351
50.020000,0.611062,0.356453,81.667446,47.639344,15617.549330,9110.237109,-71.635467,-35.854276,-216.910407
50.030000,0.610852,0.356330,81.673557,47.642908,15622.449743,9113.095684,-71.854818,-31.980988,-216.978469
50.040000,0.610642,0.356208,81.679665,47.646472,15627.350523,9115.954472,-71.808019,-28.101486,-217.046535
50.050000,0.610431,0.356085,81.685772,47.650034,15632.251669,9118.813474,-71.495231,-24.234040,-217.114607
50.060000,0.610221,0.355962,81.691876,47.653594,15637.153182,9121.672690,-70.917870,-20.396869,-217.182683
50.070000,0.610011,0.355840,81.697978,47.657154,15642.055061,9124.532119,-70.078595,-16.608058,-217.250765
50.080000,0.609801,0.355717,81.704079,47.660712,15646.957305,9127.391762,-68.981305,-12.885467,-217.318851
50.090000,0.609591,0.355595,81.710177,47.664270,15651.859916,9130.251618,-67.631113,-9.246655,-217.386943
50.100000,0.609381,0.355472,81.716272,47.667826,15656.762892,9133.111687,-66.034327,-5.708789,-217.455040
50.110000,0.609171,0.355350,81.722366,47.671380,15661.666234,9135.971970,-64.198419,-2.288569,-217.523142
50.120000,0.608961,0.355227,81.728458,47.674934,15666.569942,9138.832466,-62.131992,0.997857,-217.591249
50.130000,0.608752,0.355105,81.734548,47.678486,15671.474015,9141.693175,-59.844738,4.134963,-217.659361
50.140000,0.608542,0.354983,81.740635,47.682037,15676.378453,9144.554097,-57.347396,7.107921,-217.727479
50.150000,0.608332,0.354861,81.746721,47.685587,15681.283256,9147.415233,-54.651696,9.902676,-217.795601
50.160000,0.608123,0.354738,81.752804,47.689136,15686.188424,9150.276581,-51.770311,12.506004,-217.863728
50.170000,0.607913,0.354616,81.758885,47.692683,15691.093957,9153.138142,-48.716795,14.905582,-217.931861
50.180000,0.607704,0.354494,81.764964,47.696229,15695.999855,9155.999916,-45.505516,17.090043,-217.999998
50.190000,0.607495,0.354372,81.771041,47.699774,15700.906118,9158.861902,-42.151595,19.049031,-218.068141
50.200000,0.607286,0.354250,81.777116,47.703318,15705.812745,9161.724101,-38.670829,20.773251,-218.136288
50.210000,0.607076,0.354128,81.783189,47.706860,15710.719736,9164.586513,-35.079621,22.254512,-218.204441
50.220000,0.606867,0.354006,81.789260,47.710402,15715.627092,9167.449137,-31.394902,23.485768,-218.272598
50.230000,0.606658,0.353884,81.795328,47.713942,15720.534811,9170.311973,-27.634050,24.461151,-218.340761
50.240000,0.606449,0.353762,81.801395,47.717480,15725.442895,9173.175022,-23.814806,25.175998,-218.408929
50.250000,0.606241,0.353640,81.807460,47.721018,15730.351343,9176.038283,-19.955199,25.626877,-218.477102
50.260000,0.606032,0.353519,81.813522,47.724554,15735.260154,9178.901756,-16.073449,25.811598,-218.545280
50.270000,0.605823,0.353397,81.819582,47.728090,15740.169329,9181.765442,-12.187892,25.729233,-218.613463
50.280000,0.605615,0.353275,81.825641,47.731624,15745.078867,9184.629339,-8.316885,25.380111,-218.681651
50.290000,0.605406,0.353153,81.831697,47.735156,15749.988769,9187.493449,-4.478727,24.765824,-218.749844
50.300000,0.605197,0.353032,81.837751,47.738688,15754.899034,9190.357770,-0.691563,23.889217,-218.818042
50.310000,0.604989,0.352910,81.843803,47.742218,15759.809662,9193.222303,3.026692,22.754377,-218.886245
50.320000,0.604781,0.352789,81.849853,47.745747,15764.720653,9196.087048,6.658445,21.366613,-218.954454
50.330000,0.604572,0.352667,81.855900,47.749275,15769.632007,9198.952004,10.186504,19.732431,-219.022667
50.340000,0.604364,0.352546,81.861946,47.752802,15774.543724,9201.817172,13.594163,17.859506,-219.090885
50.350000,0.604156,0.352424,81.867990,47.756327,15779.455804,9204.682552,16.865277,15.756644,-219.159108
50.360000,0.603948,0.352303,81.874031,47.759852,15784.368246,9207.548143,19.984344,13.433742,-219.227337
50.370000,0.603740,0.352182,81.880071,47.763375,15789.281050,9210.413946,22.936574,10.901743,-219.295570
50.380000,0.603532,0.352060,81.886108,47.766896,15794.194216,9213.279959,25.707961,8.172581,-219.363809
50.390000,0.603324,0.351939,81.892144,47.770417,15799.107745,9216.146185,28.285351,5.259130,-219.432052
50.400000,0.603117,0.351818,81.898177,47.773936,15804.021635,9219.012621,30.656503,2.175137,-219.500300
50.410000,0.602909,0.351697,81.904208,47.777455,15808.935888,9221.879268,32.810147,-1.064835,-219.568554
50.420000,0.602701,0.351576,81.910237,47.780972,15813.850502,9224.746126,34.736041,-4.445480,-219.636813
50.430000,0.602494,0.351455,81.916264,47.784487,15818.765478,9227.613196,36.425015,-7.950822,-219.705076
50.440000,0.602286,0.351334,81.922289,47.788002,15823.680815,9230.480476,37.869020,-11.564288,-219.773345
50.450000,0.602079,0.351213,81.928312,47.791515,15828.596514,9233.347967,39.061162,-15.268786,-219.841618
50.460000,0.601871,0.351092,81.934333,47.795027,15833.512574,9236.215668,39.995741,-19.046788,-219.909897
50.470000,0.601664,0.350971,81.940351,47.798538,15838.428995,9239.083580,40.668273,-22.880410,-219.978180
50.480000,0.601457,0.350850,81.946368,47.802048,15843.345777,9241.951703,41.075513,-26.751501,-220.046469
50.490000,0.601250,0.350729,81.952383,47.805556,15848.262920,9244.820037,41.215475,-30.641722,-220.114763
50.500000,0.601043,0.350608,81.958395,47.809064,15853.180424,9247.688581,41.087437,-34.532640,-220.183061
50.510000,0.600836,0.350488,81.964405,47.812570,15858.098288,9250.557335,40.691949,-38.405810,-220.251365
50.520000,0.600629,0.350367,81.970414,47.816075,15863.016513,9253.426299,40.030827,-42.242865,-220.319674
50.530000,0.600422,0.350246,81.976420,47.819578,15867.935098,9256.295474,39.107149,-46.025605,-220.387987
50.540000,0.600215,0.350126,81.982424,47.823081,15872.854044,9259.164859,37.925237,-49.736078,-220.456306
50.550000,0.600009,0.350005,81.988427,47.826582,15877.773349,9262.034454,36.490644,-53.356670,-220.524630
50.560000,0.599802,0.349884,81.994427,47.830082,15882.693015,9264.904259,34.810118,-56.870186,-220.592959
